Key,English,Chinese,ChineseTraditional
str_battle_diary_306,<color=#7F00FF>神庙传说</color>\n旧土99年，原始部落已经相互厮杀近百余年，期间曾诞生过一名婴儿，不知出生于那个部落，只是飘落到河边，被先知部落首领领养，取名大巫。\n大家总是难以捉摸平日寡言的他脑袋里在想着什么，不过倒是从些小细节里，看出他似乎是个外表粗旷却拥有双巧手的人。\n有天，人们突然发现大巫不见了！不论大家在四周怎么找，都不见他的踪影。大家起初有些失落，但看到大巫在地上遗留下的小石堆，想着或许他只是为了找寻新的材料而出门，不久后就会回来的吧，因而收起焦虑地为他祈福。\n然而，日子一天一天过去，很快地大巫已经离开这片土地数年，连当年被他留在地上，那看似未完成的小石堆也被青草长出的嫩芽推倒，铺画成一幅幅奇幻的图案。人们开始象是讲述着传说故事一样，讲述着生活中有许多东西，是来自于当年那位巧手之人的智慧制造。\n正当孩子们似懂非懂地望着，这位拥有神祕造物能力的人－大巫回来了！不仅如此，重返故土的大巫，带回了三件皆拥有保佑守护人们之力的信物。\n并留下预言，有两股神秘力量由异世界而来，若正义文明突破重重障碍，统领原始部落，产生新的文明，称始初元年。相反，如果是邪恶力量统领社会，则信物力量衰竭，新生儿莫名死亡，食物枯萎，河水断流，文明将会覆灭。\n随着大巫的传奇故事被流传下来，祖先们也相传，这三件信物来自于「神庙」。\n相传，「神庙」是藉由大巫在世界某处，用其精巧的双手所造的一座直达天上的「彩虹桥」与陆地相连，是一块在天涯海角的神秘大陆。\n谁也不知道神庙在何方何处，也从来没有人找到过。,<color=#7F00FF>神庙传说</color>\n旧土99年，原始部落已经相互厮杀近百余年，期间曾诞生过一名婴儿，不知出生于那个部落，只是飘落到河边，被先知部落首领领养，取名大巫。\n大家总是难以捉摸平日寡言的他脑袋里在想着什么，不过倒是从些小细节里，看出他似乎是个外表粗旷却拥有双巧手的人。\n有天，人们突然发现大巫不见了！不论大家在四周怎么找，都不见他的踪影。大家起初有些失落，但看到大巫在地上遗留下的小石堆，想着或许他只是为了找寻新的材料而出门，不久后就会回来的吧，因而收起焦虑地为他祈福。\n然而，日子一天一天过去，很快地大巫已经离开这片土地数年，连当年被他留在地上，那看似未完成的小石堆也被青草长出的嫩芽推倒，铺画成一幅幅奇幻的图案。人们开始象是讲述着传说故事一样，讲述着生活中有许多东西，是来自于当年那位巧手之人的智慧制造。\n正当孩子们似懂非懂地望着，这位拥有神祕造物能力的人－大巫回来了！不仅如此，重返故土的大巫，带回了三件皆拥有保佑守护人们之力的信物。\n并留下预言，有两股神秘力量由异世界而来，若正义文明突破重重障碍，统领原始部落，产生新的文明，称始初元年。相反，如果是邪恶力量统领社会，则信物力量衰竭，新生儿莫名死亡，食物枯萎，河水断流，文明将会覆灭。\n随着大巫的传奇故事被流传下来，祖先们也相传，这三件信物来自于「神庙」。\n相传，「神庙」是藉由大巫在世界某处，用其精巧的双手所造的一座直达天上的「彩虹桥」与陆地相连，是一块在天涯海角的神秘大陆。\n谁也不知道神庙在何方何处，也从来没有人找到过。,<color=#7F00FF>神廟傳說</color>\n舊土99年，原始部落已經相互廝殺近百餘年，期間曾誕生過一名嬰兒，不知出生於那個部落，只是飄落到河邊，被先知部落首領領養，取名大巫。\n大家總是難以捉摸平日寡言的他腦袋裏在想著什麼，不過倒是從些小細節裏，看出他似乎是個外表粗曠卻擁有雙巧手的人。\n有天，人們突然發現大巫不見了！不論大家在四周怎麼找，都不見他的蹤影。大家起初有些失落，但看到大巫在地上遺留下的小石堆，想著或許他只是為了找尋新的材料而出門，不久後就會回來的吧，因而收起焦慮地為他祈福。\n然而，日子一天一天過去，很快地大巫已經離開這片土地數年，連當年被他留在地上，那看似未完成的小石堆也被青草長出的嫩芽推倒，鋪畫成一幅幅奇幻的圖案。人們開始像是講述著傳說故事一樣，講述著生活中有許多東西，是來自於當年那位巧手之人的智慧製造。\n正當孩子們似懂非懂地望著，這位擁有神祕造物能力的人－大巫回來了！不僅如此，重返故土的大巫，帶回了三件皆擁有保佑守護人們之力的信物。\n並留下預言，有兩股神秘力量由異世界而來，若正義文明突破重重障礙，統領原始部落，產生新的文明，稱始初元年。相反，如果是邪惡力量統領社會，則信物力量衰竭，新生兒莫名死亡，食物枯萎，河水斷流，文明將會覆滅。\n隨著大巫的傳奇故事被流傳下來，祖先們也相傳，這三件信物來自於「神廟」。\n相傳，「神廟」是藉由大巫在世界某處，用其精巧的雙手所造的一座直達天上的「彩虹橋」與陸地相連，是一塊在天涯海角的神秘大陸。\n誰也不知道神廟在何方何處，也從來沒有人找到過。
str_battle_diary_307,<color=#7F00FF>神庙传说</color>\n旧土99年，原始部落已经相互厮杀近百余年，期间曾诞生过一名婴儿，不知出生于那个部落，只是飘落到河边，被先知部落首领领养，取名大巫。\n大家总是难以捉摸平日寡言的他脑袋里在想着什么，不过倒是从些小细节里，看出他似乎是个外表粗旷却拥有双巧手的人。\n有天，人们突然发现大巫不见了！不论大家在四周怎么找，都不见他的踪影。大家起初有些失落，但看到大巫在地上遗留下的小石堆，想着或许他只是为了找寻新的材料而出门，不久后就会回来的吧，因而收起焦虑地为他祈福。\n然而，日子一天一天过去，很快地大巫已经离开这片土地数年，连当年被他留在地上，那看似未完成的小石堆也被青草长出的嫩芽推倒，铺画成一幅幅奇幻的图案。人们开始象是讲述着传说故事一样，讲述着生活中有许多东西，是来自于当年那位巧手之人的智慧制造。\n正当孩子们似懂非懂地望着，这位拥有神祕造物能力的人－大巫回来了！不仅如此，重返故土的大巫，带回了三件皆拥有保佑守护人们之力的信物。\n并留下预言，有两股神秘力量由异世界而来，若正义文明突破重重障碍，统领原始部落，产生新的文明，称始初元年。相反，如果是邪恶力量统领社会，则信物力量衰竭，新生儿莫名死亡，食物枯萎，河水断流，文明将会覆灭。\n随着大巫的传奇故事被流传下来，祖先们也相传，这三件信物来自于「神庙」。\n相传，「神庙」是藉由大巫在世界某处，用其精巧的双手所造的一座直达天上的「彩虹桥」与陆地相连，是一块在天涯海角的神秘大陆。\n谁也不知道神庙在何方何处，也从来没有人找到过。,<color=#7F00FF>神庙传说</color>\n旧土99年，原始部落已经相互厮杀近百余年，期间曾诞生过一名婴儿，不知出生于那个部落，只是飘落到河边，被先知部落首领领养，取名大巫。\n大家总是难以捉摸平日寡言的他脑袋里在想着什么，不过倒是从些小细节里，看出他似乎是个外表粗旷却拥有双巧手的人。\n有天，人们突然发现大巫不见了！不论大家在四周怎么找，都不见他的踪影。大家起初有些失落，但看到大巫在地上遗留下的小石堆，想着或许他只是为了找寻新的材料而出门，不久后就会回来的吧，因而收起焦虑地为他祈福。\n然而，日子一天一天过去，很快地大巫已经离开这片土地数年，连当年被他留在地上，那看似未完成的小石堆也被青草长出的嫩芽推倒，铺画成一幅幅奇幻的图案。人们开始象是讲述着传说故事一样，讲述着生活中有许多东西，是来自于当年那位巧手之人的智慧制造。\n正当孩子们似懂非懂地望着，这位拥有神祕造物能力的人－大巫回来了！不仅如此，重返故土的大巫，带回了三件皆拥有保佑守护人们之力的信物。\n并留下预言，有两股神秘力量由异世界而来，若正义文明突破重重障碍，统领原始部落，产生新的文明，称始初元年。相反，如果是邪恶力量统领社会，则信物力量衰竭，新生儿莫名死亡，食物枯萎，河水断流，文明将会覆灭。\n随着大巫的传奇故事被流传下来，祖先们也相传，这三件信物来自于「神庙」。\n相传，「神庙」是藉由大巫在世界某处，用其精巧的双手所造的一座直达天上的「彩虹桥」与陆地相连，是一块在天涯海角的神秘大陆。\n谁也不知道神庙在何方何处，也从来没有人找到过。,<color=#7F00FF>神廟傳說</color>\n舊土99年，原始部落已經相互廝殺近百餘年，期間曾誕生過一名嬰兒，不知出生於那個部落，只是飄落到河邊，被先知部落首領領養，取名大巫。\n大家總是難以捉摸平日寡言的他腦袋裏在想著什麼，不過倒是從些小細節裏，看出他似乎是個外表粗曠卻擁有雙巧手的人。\n有天，人們突然發現大巫不見了！不論大家在四周怎麼找，都不見他的蹤影。大家起初有些失落，但看到大巫在地上遺留下的小石堆，想著或許他只是為了找尋新的材料而出門，不久後就會回來的吧，因而收起焦慮地為他祈福。\n然而，日子一天一天過去，很快地大巫已經離開這片土地數年，連當年被他留在地上，那看似未完成的小石堆也被青草長出的嫩芽推倒，鋪畫成一幅幅奇幻的圖案。人們開始像是講述著傳說故事一樣，講述著生活中有許多東西，是來自於當年那位巧手之人的智慧製造。\n正當孩子們似懂非懂地望著，這位擁有神祕造物能力的人－大巫回來了！不僅如此，重返故土的大巫，帶回了三件皆擁有保佑守護人們之力的信物。\n並留下預言，有兩股神秘力量由異世界而來，若正義文明突破重重障礙，統領原始部落，產生新的文明，稱始初元年。相反，如果是邪惡力量統領社會，則信物力量衰竭，新生兒莫名死亡，食物枯萎，河水斷流，文明將會覆滅。\n隨著大巫的傳奇故事被流傳下來，祖先們也相傳，這三件信物來自於「神廟」。\n相傳，「神廟」是藉由大巫在世界某處，用其精巧的雙手所造的一座直達天上的「彩虹橋」與陸地相連，是一塊在天涯海角的神秘大陸。\n誰也不知道神廟在何方何處，也從來沒有人找到過。
str_battle_event_descEnd_217,他们应该是在守护什么东西，我们还是速速离去比较好。,他们应该是在守护什么东西，我们还是速速离去比较好。,他們應該是在守護什麼東西，我們還是速速離去比較好。
str_battle_event_descEnd_222,呜呜呜，你们都是坏人！我再也不和你们玩了！,呜呜呜，你们都是坏人！我再也不和你们玩了！,嗚嗚嗚，你們都是壞人！我再也不和你們玩了！
str_battle_event_descEnd_223,呜呜呜，你们都是坏人！我再也不和你们玩了！,呜呜呜，你们都是坏人！我再也不和你们玩了！,嗚嗚嗚，你們都是壞人！我再也不和你們玩了！
str_dog_name,bain,巴恩,巴恩
str_people_name,The customer,顾客,顧客
str_hero_name01,Of lu,乌力鲁,烏力魯
str_hero_name02,zoe,佐伊,佐伊
str_hero_name03,Mr.,维尔,維爾
str_hero_name04,"All the way, the",阿昴,阿昴
str_hero_name05,Ms.,梅特,梅特
str_hero_name06,landry,兰德里,蘭德裏
str_hero_name07,tarver,塔沃,塔沃
str_hero_name08,merlin,梅林,梅林
str_hero_name09,ariel,艾瑞尔,艾瑞爾
str_soldier_name01,Cavalry general,普通骑兵,普通騎兵
str_soldier_name02,Ordinary infantry,普通步兵,普通步兵
str_soldier_name03,Ordinary shooter,普通射手,普通射手
str_soldier_name04,Ordinary mage,普通法师,普通法師
str_soldier_name05,Elite cavalry,精锐骑兵,精銳騎兵
str_soldier_name06,Elite infantry,精锐步兵,精銳步兵
str_soldier_name07,An elite scorer,精锐射手,精銳射手
str_soldier_name08,Elite mages,精锐法师,精銳法師
str_soldier_name09,A skilled archer,弓箭精锐猎手,弓箭精銳獵手
str_accountLvlup,The level,等级提升,等級提升
str_clickemptyclose,Click on the space to close,点击空白处关闭,點擊空白處關閉
str_goodequip,Originality work,匠心之作,匠心之作
str_get2,To accept,收下,收下
str_continuemake,Continue to grind,继续打磨,繼續打磨
str_greateequip,Get higher quality equipment,获得更高质量装备,獲得更高質量裝備
str_getnewhero,Get a new hero,获得新英雄,獲得新英雄
str_getnewpet,Get a New pet,获得新宠物,獲得新寵物
str_fightingval_enemy,The enemy force,敌方战力,敵方戰力
str_energycost,Energy consumption,体力消耗,體力消耗
str_fightingreward,Battle rewards,战斗奖励,戰鬥獎勵
str_giveout,To give,给予,給予
str_gathertime,Collected time,已采集时间,已採集時間
str_gatherreward,Collect reward,采集奖励,採集獎勵
str_playershome,Of the tribe,的部落,的部落
str_Fail_Condition,Insufficient conditions,条件不足,條件不足
str_cantplacebuilding,No building can be placed in this location,该位置不可放置建筑,該位置不可放置建築
str_repair,repair,修复,修復
str_tribe,tribal,部落,部落
str_make,manufacturing,制造,製造
str_idle,free,空闲,空閒
str_noidlefactory,No idle workshop,无空闲工坊,無空閒工坊
str_nofactory,No mate,暂无工坊,暫無工坊
str_finish,complete,完成,完成
str_mapbuildingpropdesc1,Unlock the {0} function,解锁<color=#7F00FF>{0}</color>功能,解鎖<color=#7F00FF>{0}</color>功能
str_mapbuildingpropdesc2,Get hero {0},获得英雄<color=#7F00FF>{0}</color>,獲得英雄<color=#7F00FF>{0}</color>
str_mapbuildingpropdesc3,Increases {0} hero level to {1},提升<color=#7F00FF>{0}</color>英雄等级上限至{1}级,提升<color=#7F00FF>{0}</color>英雄等級上限至{1}級
str_mapbuildingpropdesc4,Promote {0} hero {1}{2},提升<color=#7F00FF>{0}英雄</color>{1}{2},提升<color=#7F00FF>{0}英雄</color>{1}{2}
str_mapbuildingpropdesc5,Increased building {0} placement cap to {1},将建筑<color=#7F00FF>{0}</color>的放置上限提升至{1},將建築<color=#7F00FF>{0}</color>的放置上限提升至{1}
str_mapbuildingpropdesc6,{0} Wait time reduced {1},<color=#7F00FF>{0}</color>等待时间降低{1},<color=#7F00FF>{0}</color>等待時間降低{1}
str_mapbuildingpropdesc7,Get pet {0},获得宠物<color=#7F00FF>{0}</color>,獲得寵物<color=#7F00FF>{0}</color>
str_mapbuildingpropdesc8,Upgrade pet {0}{1},提升宠物的<color=#7F00FF>{0}{1}</color>,提升寵物的<color=#7F00FF>{0}{1}</color>
str_mapbuildingpropdesc9,Unlock black market items: {0},解锁黑市道具：</color>{0}</color>,解鎖黑市道具：</color>{0}</color>
str_mapbuildingpropdesc10,Black market item price reduced {0},黑市道具售价降低</color>{0}</color>,黑市道具售價降低</color>{0}</color>
str_funcunlock_hero,hero,英雄,英雄
str_funcunlock_pet,pet,宠物,寵物
str_funcunlock_shop,The store,商店,商店
str_funcunlock_storage,warehouse,仓库,倉庫
str_funcunlock_MapPVE,Large map PVE,大地图PVE,大地圖PVE
str_funcunlock_MapPVP,Large map PVP,大地图PVP,大地圖PVP
str_mapfunc_wildfight,The field battle,野外战斗,野外戰鬥
str_mapfunc_wildgather,Field acquisition,野外采集,野外採集
str_lack_fightingval,Lack of power,战力不足,戰力不足
str_dispatch,send,派遣,派遣
str_dispatchfull,The number of dispatches is full,派遣数已满,派遣數已滿
str_durationtime_Sec,For {0} seconds,持续{0}秒,持續{0}秒
str_prop_Hp,life,生命,生命
str_prop_Attack,attack,攻击,攻擊
str_prop_Defence,defense,防御,防禦
str_skill,skills,技能,技能
str_soldier,The soldiers,士兵,士兵
str_hero,hero,英雄,英雄
str_heronotget,No hero,未获得英雄,未獲得英雄
str_equip,equipment,装备,裝備
str_notequip,No equipment,未装备,未裝備
str_gotrain,Go to the training,去训练,去訓練
str_starfull,Full of stars,满星,滿星
str_starupsuccess,L star success,升星成功,升星成功
str_unlockskill,Unlock skills,解锁技能,解鎖技能
str_lack_key,Lack of key,钥匙不足,鑰匙不足
str_pet_update01,Pet Upgrade Rules,宠物升级规则,寵物升級規則
str_pet_update02,"1. Pets have their own upper level: Orange 150, purple 100, blue 80, green 50 \ N2. Pets have a level cap: The level cap is the same as the maximum level cap for the player's hero. \ N3. Fixed class pets require food feeding upgrades of the same class",1.宠物有自身的等级上限：橙色150级，紫色100级，蓝色80级，绿色50级\n2.宠物有升级的等级上限：升级的等级上限和玩家拥有的英雄的最高等级上限一致。\n3.固定分类的宠物需要相同分类的食物喂养升级,1.寵物有自身的等級上限：橙色150級，紫色100級，藍色80級，綠色50級\n2.寵物有升級的等級上限：升級的等級上限和玩家擁有的英雄的最高等級上限一致。\n3.固定分類的寵物需要相同分類的食物餵養升級
str_fightingval,Combat effectiveness,战斗力,戰鬥力
str_needfightingval,Need war power:,需要战力：,需要戰力：
str_needtime,Take time:,需要时间：,需要時間：
str_dispatchheros,To send a hero,派遣英雄,派遣英雄
str_remaintime,For the rest of,剩余时间,剩餘時間
str_bufflist,Effect of addition,加成效果,加成效果
str_curoccupant,Current occupiers:,当前占领者：,當前佔領者：
str_gatheredres,Collected resources,已采集的资源,已採集的資源
str_gathertimemax,Resource collection upper limit {0} minutes,资源采集上限{0}分钟,資源採集上限{0}分鐘
str_occincome,Occupation of earnings,占领收益,佔領收益
str_unlockedeff,Unlocked Effect,已解锁效果,已解鎖效果
str_nextlvleff,Next level effect,下一级效果,下一級效果
str_unlockbuilding,Unlock the building,解锁建筑,解鎖建築
str_notgetthishero,The hero has not yet been acquired,尚未获得该英雄,尚未獲得該英雄
str_skilltype_active,Active skills,主动技能,主動技能
str_skilltype_passive,Passive skill,被动技能,被動技能
str_starupunlockskill,Improved hero Star unlock skill,提升英雄星级解锁技能,提升英雄星級解鎖技能
str_nosoldiertrain,No training camps for soldiers were built,未修建士兵训练营,未修建士兵訓練營
str_lack_trust,The energy shortage,能量不足,能量不足
str_music,music,音乐,音樂
str_soundfx,sound,音效,音效
str_open,open,开,開
str_close,guan,关,關
str_setting_openground,Develop block,开拓地块,開拓地塊
str_setting_prosperity,Degree of prosperity,繁荣度,繁榮度
str_setting_statistics,Development of statistical,发展统计,發展統計
str_name,The name of the,名称,名稱
str_iteminfo_maketime,Manufacturing time:,制造耗时：,製造耗時：
str_iteminfo_price,Price:,价格：,價格：
str_iteminfo_equipneedlvl,Level of demand:,需求等级：,需求等級：
str_equipslot_lvlrequire,Level of demand:,需求等级:,需求等級:
str_xiucangku,Go build the warehouse first,先去修建仓库把,先去修建倉庫把
str_tishengDengji,Go upgrade your hero level first,先去提升英雄等级吧,先去提升英雄等級吧
str_xiujianzhu,Fix the building first,先修建筑吧,先修建築吧
str_weikaifang,Function not open,功能未开放,功能未開放
str_cd,The CD,CD中,CD中
str_heroLock,The hero screen is not unlocked,英雄界面未解锁,英雄介面未解鎖
str_petLock,Pets are not unlocked,宠物功能未解锁,寵物功能未解鎖
str_shopLock,The store function is not unlocked,商店功能未解锁,商店功能未解鎖
str_XianfangzhiJianzhu,Place the buildings in the scene first,先放置好场景中的建筑,先放置好場景中的建築
str_tiaojianbuzu,Conditions are insufficient to purchase,条件不足，不能购买,條件不足，不能購買
str_feifazifu,Name contains illegal characters!,姓名包含非法字符！,姓名包含非法字元！
str_nameEmpty,The name cannot be empty,姓名不能为空,姓名不能為空
str_nameToolong,The name is too long,名字太长了,名字太長了
str_quqitagongfang,"The workshop has not yet unlocked drawings, go to other workshops",该工坊还没有解锁的图纸，去其他工坊吧,該工坊還沒有解鎖的圖紙，去其他工坊吧
str_ShengjiCangku,Update warehouse,升级仓库,升級倉庫
str_chongwu,pet,宠物,寵物
str_tanxian,adventure,探险,探險
str_buzhuo,capture,捕捉,捕捉
str_Muchang,The ranch,牧场,牧場
str_Xiangqin,details,详情,詳情
str_Fanhui,return,返回,返回
str_Shuxing,attribute,属性,屬性
str_Attack,attack,攻击,攻擊
str_Hp,life,生命,生命
str_Defence,defense,防御,防禦
str_Jineng,skills,技能,技能
str_Hobby,hobby,爱好,愛好
str_Fangsheng,And set them free,放生,放生
str_Shengxing,L star,升星,升星
str_Shengji,upgrade,升级,升級
str_Weishi,Please select the food to be fed,请选择需要喂食的食物,請選擇需要餵食的食物
str_SelectByQuality,Selection by quality,按质量选择,按品質選擇
str_Youxiu,good,优秀,優秀
str_Xiyou,rare,稀有,稀有
str_Shishi,epic,史诗,史詩
str_IsLevelUp,Confirm the upgrade,确认升级,確認升級
str_WupinMingcheng,Item name,物品名称,物品名稱
str_Tuixiao,sell,推销,推銷
str_Reject,Refused to,拒绝,拒絕
str_GoMake,To make,去制造,去製造
str_Sale,selling,售卖,售賣
str_Delievery,delivery,交付,交付
str_AutoRefresh,It is automatically refreshed at 0 o 'clock every day,每日0点自动刷新,每日0點自動刷新
str_Refresh,The refresh,刷新,刷新
str_Back,return,返回,返回
str_Queren,confirm,确认,確認
str_StopTrainSoldier,Suspension training,中止训练,中止訓練
str_StopTrainTips,Should the training be suspended if the soldiers' abilities have not been improved?,士兵能力暂未得到提升，是否中止训练？,士兵能力暫未得到提升，是否中止訓練？
str_ContinueTrain,Practice again,再练练,再練練
str_Stop,suspend,中止,中止
str_FullStar,Full of stars,满星,滿星
str_WareHosueTip1,"Warehouse is out of equipment, please build",仓库已无装备，请建造,倉庫已無裝備，請建造
str_DisCount,At a discount,打折,打折
str_RicePrice,Rise in price,涨价,漲價
str_Chat,Small talk,闲聊,閒聊
str_NoPet,No pets,没有宠物,沒有寵物
str_ClickAnyGo,Click anywhere to continue,点击任意位置继续,點擊任意位置繼續
str_starup,L star,升星,升星
str_gofight,offense,进 攻,進 攻
str_touzi,investment,投资,投資
str_touzi1,Seashells investment,海贝投资,海貝投資
str_touzi2,Pearl investment,珍珠投资,珍珠投資
str_fightreport,The grand,战报,戰報
str_start,start,开始,開始
str_camp,doubtful,布阵,佈陣
str_scroll,scroll,卷轴,卷軸
str_makeitemslot_make,making,制作,製作
str_buildinglvlup,Building upgrades,建筑升级,建築升級
str_curlvl,The current level,当前等级,當前等級
str_nextlvl,The next level,下一级,下一級
str_returntomainscene,Return to the tribal,返回部落,返回部落
str_restart,Start all over again,重新开始,重新開始
str_shop_building,To build the shop,建造商店,建造商店
str_shop_decoration,Decoration shop,装饰商店,裝飾商店
str_material,material,材料,材料
str_other,other,其他,其他
str_full,Is full,已满,已滿
str_shuliandu,proficiency,熟练度,熟練度
str_detail,details,详情,詳情
str_breakrate,breakage,破损率,破損率
str_equiprepair,Repair the equipment,修理装备,修理裝備
str_dorepair,repair,修理,修理
str_repairdone,Have to repair,已修复,已修復
str_equiprepairdesc,"After a fierce battle, some equipment was broken!",经历了一场激烈的战斗，一些装备损坏了！,經歷了一場激烈的戰鬥，一些裝備損壞了！
str_sellout,Sold out,售罄,售罄
str_refreshtime,Refresh time:,刷新时间：,刷新時間：
str_blackshop,The black market,黑市,黑市
str_FreeLevelUp,Free grinding,免费打磨,免費打磨
str_DingDan,The order,订单,訂單
str_buildingTip,Need \n{0} to reach level {1},需要\n{0}达{1}级,需要\n{0}達{1}級
str_YiLingqu,Have to receive,已领取,已領取
str_mapevent_title1,【 Relic treasure 】,【遗迹财宝】,【遺跡財寶】
str_mapevent_title2,【 Valley of Silence 】,【静寂山谷】,【靜寂山谷】
str_mapevent_title3,【 Lost Lambs 】,【迷途羔羊】,【迷途羔羊】
str_mapevent_title4,【 invocation 】,【祈求神灵】,【祈求神靈】
str_mapevent_title5,【 Strange Village 】,【奇怪的村庄】,【奇怪的村莊】
str_mapevent_title6,The axe fell.,【斧头掉啦】,【斧頭掉啦】
str_mapevent_title7,[Arms dealer],【军火商】,【軍火商】
str_mapevent_title8,[Secret Base],【秘密基地】,【秘密基地】
str_mapevent_title101,【 Miracle Merchant 】,【奇迹商人】,【奇跡商人】
str_mapevent_title102,【 Mysterious SLATE 】,【神秘石板】,【神秘石板】
str_mapevent_title103,【 The stars sing 】,【星籁歌声】,【星籟歌聲】
str_mapevent_title104,【 Occasionally see rainbow 】,【偶见彩虹】,【偶見彩虹】
str_mapevent_title201,【 Mysterious Old Man 】,【神秘老人】,【神秘老人】
str_mapevent_title202,【 Wonder Stone 】,【奇幻石碑】,【奇幻石碑】
str_mapevent_title203,【 Golden bundle 】,【金光包袱】,【金光包袱】
str_mapevent_title204,【 Wonder Fruit 】,【神奇水果】,【神奇水果】
str_mapevent_title205,【 Rainbow guide 】,【彩虹指路】,【彩虹指路】
str_mapevent_title206,Modern stele,【现代石碑】,【現代石碑】
str_mapevent_title207,[Select a cave],【选择山洞】,【選擇山洞】
str_mapevent_title208,【 The Fox and the Weasel 】,【狐狸与黄鼠狼】,【狐狸與黃鼠狼】
str_mapevent_title209,【 Fork road Cave 】,【岔路山洞】,【岔路山洞】
str_mapevent_title210,【 Sound of the Stars 】,【星籁惊魂】,【星籟驚魂】
str_mapevent_title211,The Giant Rabbit Hole,【巨大兔子洞】,【巨大兔子洞】
str_mapevent_title212,【 The Wandering Prince 】,【流浪王子】,【流浪王子】
str_mapevent_title213,[Xiaoyu's ideal],【小玉的理想】,【小玉的理想】
str_mapevent_title214,【 Amnesiac seeker 】,【失忆的探索者】,【失憶的探索者】
str_mapevent_desc1,You lead your troops into a relic and find a group of barbarians guarding the treasure. What do you do?,您率领部队走进了一座遗迹，发现一群野蛮人在守护着遗迹中的财宝，你该怎么做？,您率領部隊走進了一座遺跡，發現一群野蠻人在守護著遺跡中的財寶，你該怎麼做？
str_mapevent_desc2,"You are leading your troops into a valley. The guide warns you not to speak loudly in the valley, otherwise you will offend the spirits in the valley and be punished. What will you do?",您率领部队走进了一座山谷，向导提醒您不要在这座山谷中高声喧哗，否则会触怒山谷中的神灵受到惩罚，您会怎么做？,您率領部隊走進了一座山谷，嚮導提醒您不要在這座山谷中高聲喧嘩，否則會觸怒山谷中的神靈受到懲罰，您會怎麼做？
str_mapevent_desc3,"In order to explore you enter a ruins, the ruins from a distance is not big, into it only to find the road is complicated, you soon lost, what should you do?",为了探索你进入了一座废墟，这座废墟从远处看并不大，进入其中却发现道路错综复杂，你很快就迷失了方向，你该怎么办？,為了探索你進入了一座廢墟，這座廢墟從遠處看並不大，進入其中卻發現道路錯綜複雜，你很快就迷失了方向，你該怎麼辦？
str_mapevent_desc4,"You walk into a valley, and at the end of a winding road is an altar filled with an air of antiquity, solemn and mysterious. What do you decide to do?",你走进了一处山谷，在蜿蜒道路的尽头是一座弥漫着古朴气息的祭坛，这股气息庄严而又神秘，你决定做些什么？,你走進了一處山谷，在蜿蜒道路的盡頭是一座彌漫著古樸氣息的祭壇，這股氣息莊嚴而又神秘，你決定做些什麼？
str_mapevent_desc5,"What do you think is the matter with a village where the faces of the inhabitants are expressionless and apathetic, and only the mention of the altars is reverent and fervent?",你发现了一处村庄，里面的村民个个面无表情、麻木不仁，只有提到村中的祭坛时才会露出虔诚而狂热的表情，你认为这个村庄是怎么了？,你發現了一處村莊，裏面的村民個個面無表情、麻木不仁，只有提到村中的祭壇時才會露出虔誠而狂熱的表情，你認為這個村莊是怎麼了？
str_mapevent_desc6,"Your axe fell into the water, and the water fairy appeared. She smiled and asked you, ""Did you drop the gold axe, silver axe, or iron axe?""",你的斧头落在了水里，水中仙子出现了，她微笑着问你：“你掉落的是金斧头、银斧头，还是铁斧头？”,你的斧頭落在了水裏，水中仙子出現了，她微笑著問你：“你掉落的是金斧頭、銀斧頭，還是鐵斧頭？”
str_mapevent_desc7,A big man like a black tower greets you and looks like he wants to make you a deal. What do you want to sell him?,一个黑塔般的大汉向你打招呼，看起来想和你做笔交易，你想卖给他什么？,一個黑塔般的大漢向你打招呼，看起來想和你做筆交易，你想賣給他什麼？
str_mapevent_desc8,Your scouts have found a Drur tribe base. What do you do?,你的斥候发现了一个德鲁尔部落的基地，你该怎么做？,你的斥候發現了一個德魯爾部落的基地，你該怎麼做？
str_mapevent_desc101,"I happened to meet a miracle merchant who was passing by, and his backpack seemed to have endless treasures.",偶然遇见路过此地的奇迹商人，他的背包里似乎有无穷无尽的宝物。,偶然遇見路過此地的奇跡商人，他的背包裏似乎有無窮無盡的寶物。
str_mapevent_desc102,"A mysterious stone tablet was found in a cave, with some strange symbols recorded on it, which seems to be the road map of the mysterious ruins!",在一个山洞里找到了一块神秘石板，上面记载着一些奇奇怪怪的符号，似乎是神秘遗迹的路线图！,在一個山洞裏找到了一塊神秘石板，上面記載著一些奇奇怪怪的符號，似乎是神秘遺跡的路線圖！
str_mapevent_desc103,Far away by the river there was a graceful girl playing in the water. Her beautiful voice attracted a flock of larks dancing around.,远处河边有一个身材曼妙的少女在玩水，美妙的歌喉吸引了一群百灵鸟围绕在周边起舞。,遠處河邊有一個身材曼妙的少女在玩水，美妙的歌喉吸引了一群百靈鳥圍繞在周邊起舞。
str_mapevent_desc104,"There were rainbows in the sky, running through the mist to the spring by the river. \n This must be a sign from heaven to show the traveler the way home.",天边泛起彩虹，彩虹从雾里穿插，衔接到了河边的清泉上。\n这一定是上天给你的指示，指引穿越者回家的路。,天邊泛起彩虹，彩虹從霧裏穿插，銜接到了河邊的清泉上。\n這一定是上天給你的指示，指引穿越者回家的路。
